Tran. Id     | Date         |   Withdrawal |      Deposit |   GS Balance ||    ERP Debit |   ERP Credit |  ERP Balance | Voucher No         | Status
S34063683    | 2025-03-07   |         0.00 |     1,399.00 |    73,376.22 ||     1,399.00 |              |    73,376.22 | ACC-PAY-2025-00261 | Match
S34770311    | 2025-03-07   |         0.00 |     1,849.00 |    75,225.22 ||     1,849.00 |              |    75,225.22 | ACC-PAY-2025-00257 | Match
S35354415    | 2025-03-07   |     2,800.00 |         0.00 |    72,425.22 ||              |     2,800.00 |    72,425.22 | ACC-JV-2025-01893  | Match
S41129703    | 2025-03-08   |         0.00 |     1,479.00 |    73,904.22 ||     1,479.00 |              |    73,904.22 | ACC-PAY-2025-00520 | Match
S42253461    | 2025-03-08   |         0.00 |     2,400.00 |    76,304.22 ||     2,400.00 |              |    76,304.22 | ACC-PAY-2025-00258 | Match
S42667374    | 2025-03-08   |     1,000.00 |         0.00 |    75,304.22 ||              |     1,000.00 |    75,304.22 | ACC-JV-2025-01894  | Match
S42892086    | 2025-03-08   |       900.00 |         0.00 |    74,404.22 ||              |       900.00 |    74,404.22 | ACC-JV-2025-01895  | Match
S42721009    | 2025-03-08   |       100.00 |         0.00 |    74,304.22 ||              |       100.00 |    74,304.22 | ACC-JV-2025-01896  | Match
S46688175    | 2025-03-09   |         0.00 |     2,559.00 |    76,863.22 ||     2,559.00 |              |    76,863.22 | ACC-PAY-2025-00259 | Match
S48112247    | 2025-03-09   |         0.00 |     2,848.00 |    79,711.22 ||     2,848.00 |              |    79,711.22 | ACC-PAY-2025-00510 | Match
S48700409    | 2025-03-09   |         0.00 |     2,449.00 |    82,160.22 ||     2,449.00 |              |    82,160.22 | ACC-PAY-2025-00599 | Match
S50045483    | 2025-03-10   |     2,950.00 |         0.00 |    79,210.22 ||              |     2,950.00 |    79,210.22 | ACC-JV-2025-01897  | Match
S54719000    | 2025-03-10   |     1,000.00 |         0.00 |    78,210.22 ||              |     1,000.00 |    78,210.22 | ACC-JV-2025-01898  | Match
S54681409    | 2025-03-10   |     7,000.00 |         0.00 |    71,210.22 ||              |     7,000.00 |    71,210.22 | ACC-JV-2025-01899  | Match
S58621129    | 2025-03-10   |    35,000.00 |         0.00 |    36,210.22 ||              |    35,000.00 |    36,210.22 | ACC-JV-2025-01900  | Match
S59113811    | 2025-03-10   |     9,676.00 |         0.00 |    26,534.22 ||              |     9,676.00 |    26,534.22 | ACC-JV-2025-01901-1 | Match
S59427576    | 2025-03-10   |         0.00 |     2,499.00 |    29,033.22 ||     2,499.00 |              |    29,033.22 | ACC-PAY-2025-00350-1 | Match
S59697814    | 2025-03-10   |     1,500.00 |         0.00 |    27,533.22 ||              |     1,500.00 |    27,533.22 | ACC-JV-2025-01902  | Match
S59928399    | 2025-03-10   |    13,000.00 |         0.00 |    14,533.22 ||              |    13,000.00 |    14,533.22 | ACC-JV-2025-01903  | Match
S59862226    | 2025-03-10   |     9,000.00 |         0.00 |     5,533.22 ||              |     9,000.00 |     5,533.22 | ACC-JV-2025-01904  | Match
S60084413    | 2025-03-10   |         0.00 |     4,198.00 |     9,731.22 ||     4,198.00 |              |     9,731.22 | ACC-PAY-2025-00349 | Match
S60098020    | 2025-03-10   |         0.00 |     1,449.00 |    11,180.22 ||     1,449.00 |              |    11,180.22 | ACC-PAY-2025-00574 | Match
S60268693    | 2025-03-10   |         0.00 |     2,499.00 |    13,679.22 ||     2,499.00 |              |    13,679.22 | ACC-PAY-2025-00575 | Match
S60091752    | 2025-03-10   |         0.00 |     2,549.00 |    16,228.22 ||     2,549.00 |              |    16,228.22 | ACC-PAY-2025-00576 | Match
S60271938    | 2025-03-10   |         0.00 |     2,399.00 |    18,627.22 ||     2,399.00 |              |    18,627.22 | ACC-PAY-2025-00594-1 | Match
S61359466    | 2025-03-10   |         0.00 |         2.00 |    18,629.22 ||         2.00 |              |    18,629.22 | ACC-JV-2025-01905  | Match
S62221994    | 2025-03-10   |         0.00 |     2,399.00 |    21,028.22 ||     2,399.00 |              |    21,028.22 | ACC-PAY-2025-00608 | Match
S66278077    | 2025-03-11   |     1,283.00 |         0.00 |    19,745.22 ||              |     1,283.00 |    19,745.22 | ACC-JV-2025-01906  | Match
S66722734    | 2025-03-11   |       171.10 |         0.00 |    19,574.12 ||              |       171.10 |    19,574.12 | ACC-JV-2025-01907  | Match
S73068597    | 2025-03-11   |     9,000.00 |         0.00 |    10,574.12 ||              |     9,000.00 |    10,574.12 | ACC-JV-2025-01908  | Match
S78561967    | 2025-03-12   |         0.00 |     2,399.00 |    12,973.12 ||     2,399.00 |              |    12,973.12 | ACC-PAY-2025-00372 | Match
S80065397    | 2025-03-12   |       200.00 |         0.00 |    12,773.12 ||              |       200.00 |    12,773.12 | ACC-JV-2025-01909  | Match
S79913463    | 2025-03-12   |     2,000.00 |         0.00 |    10,773.12 ||              |     2,000.00 |    10,773.12 | ACC-JV-2025-01910  | Match
S80026274    | 2025-03-12   |       650.00 |         0.00 |    10,123.12 ||              |       650.00 |    10,123.12 | ACC-JV-2025-01911  | Match
S79982292    | 2025-03-12   |       500.00 |         0.00 |     9,623.12 ||              |       500.00 |     9,623.12 | ACC-JV-2025-01912  | Match
S80183997    | 2025-03-12   |       199.00 |         0.00 |     9,424.12 ||              |       199.00 |     9,424.12 | ACC-JV-2025-01913  | Match
S80626502    | 2025-03-12   |         0.00 |     2,399.00 |    11,823.12 ||     2,399.00 |              |    11,823.12 | ACC-PAY-2025-00373 | Match
S84291071    | 2025-03-12   |         0.00 |     8,195.00 |    20,018.12 ||     8,195.00 |              |    20,018.12 | ACC-PAY-2025-00390 | Match
S84477058    | 2025-03-12   |     2,500.00 |         0.00 |    17,518.12 ||              |     2,500.00 |    17,518.12 | ACC-JV-2025-01914  | Match
S84542626    | 2025-03-12   |     1,500.00 |         0.00 |    16,018.12 ||              |     1,500.00 |    16,018.12 | ACC-JV-2025-01915  | Match
S85226049    | 2025-03-12   |         0.00 |     1,799.00 |    17,817.12 ||     1,799.00 |              |    17,817.12 | ACC-PAY-2025-00375 | Match
S87530436    | 2025-03-13   |         0.00 |     2,549.00 |    20,366.12 ||     2,549.00 |              |    20,366.12 | ACC-PAY-2025-00593 | Match
S89398436    | 2025-03-13   |         0.00 |     1,550.00 |    21,916.12 ||     1,550.00 |              |    21,916.12 | ACC-PAY-2025-00592 | Match
S91117086    | 2025-03-13   |         0.00 |     3,050.00 |    24,966.12 ||     3,050.00 |              |    24,966.12 | ACC-PAY-2025-00377 | Match
S91539256    | 2025-03-13   |       800.00 |         0.00 |    24,166.12 ||              |       800.00 |    24,166.12 | ACC-JV-2025-01916  | Match
S91836863    | 2025-03-13   |     1,999.00 |         0.00 |    22,167.12 ||              |     1,999.00 |    22,167.12 | ACC-JV-2025-02146  | Match
S91889118    | 2025-03-13   |     2,372.00 |         0.00 |    19,795.12 ||              |     2,372.00 |    19,795.12 | ACC-JV-2025-01925  | Match
S92270685    | 2025-03-13   |       837.00 |         0.00 |    18,958.12 ||              |       837.00 |    18,958.12 | ACC-JV-2025-01918  | Match
S92848167    | 2025-03-13   |         0.00 |     3,049.00 |    22,007.12 ||     3,049.00 |              |    22,007.12 | ACC-PAY-2025-00378 | Match
S94234124    | 2025-03-13   |         0.00 |     4,398.00 |    26,405.12 ||     4,398.00 |              |    26,405.12 | ACC-PAY-2025-00379 | Match
S97545352    | 2025-03-14   |         0.00 |     1,799.00 |    28,204.12 ||     1,799.00 |              |    28,204.12 | ACC-PAY-2025-00513 | Match
S98302945    | 2025-03-14   |         0.00 |     2,499.00 |    30,703.12 ||     2,499.00 |              |    30,703.12 | ACC-PAY-2025-00381 | Match
S99100401    | 2025-03-14   |         0.00 |     3,048.00 |    33,751.12 ||     3,048.00 |              |    33,751.12 | ACC-PAY-2025-00382 | Match
S99188481    | 2025-03-14   |        68.33 |         0.00 |    33,682.79 ||              |        68.33 |    33,682.79 | ACC-JV-2025-01919  | Match
S99604099    | 2025-03-14   |     2,360.00 |         0.00 |    31,322.79 ||              |     2,360.00 |    31,322.79 | ACC-JV-2025-01920  | Match
S99518399    | 2025-03-14   |     1,500.00 |         0.00 |    29,822.79 ||              |     1,500.00 |    29,822.79 | ACC-JV-2025-01921  | Match
S99547968    | 2025-03-14   |       500.00 |         0.00 |    29,322.79 ||              |       500.00 |    29,322.79 | ACC-JV-2025-01922  | Match
S99621816    | 2025-03-14   |       340.00 |         0.00 |    28,982.79 ||              |       340.00 |    28,982.79 | ACC-JV-2025-01926  | Match
S99655487    | 2025-03-14   |         0.00 |     1,399.00 |    30,381.79 ||     1,399.00 |              |    30,381.79 | ACC-PAY-2025-00543 | Match
S1244393     | 2025-03-15   |     2,961.80 |         0.00 |    27,419.99 ||              |     2,961.80 |    27,419.99 | ACC-JV-2025-01927  | Match
S2243667     | 2025-03-15   |       500.00 |         0.00 |    26,919.99 ||              |       500.00 |    26,919.99 | ACC-JV-2025-01928  | Match
S2330037     | 2025-03-15   |        70.00 |         0.00 |    26,849.99 ||              |        70.00 |    26,849.99 | ACC-JV-2025-01929  | Match
S5822758     | 2025-03-15   |         0.00 |     1,399.00 |    28,248.99 ||     1,399.00 |              |    28,248.99 | ACC-PAY-2025-00385 | Match
S7112158     | 2025-03-15   |         0.00 |     2,399.00 |    30,647.99 ||     2,399.00 |              |    30,647.99 | ACC-PAY-2025-00386 | Match
S8141310     | 2025-03-15   |         0.00 |       399.00 |    31,046.99 ||       399.00 |              |    31,046.99 | ACC-PAY-2025-00757 | Match
S10132090    | 2025-03-16   |       800.00 |         0.00 |    30,246.99 ||              |       800.00 |    30,246.99 | ACC-JV-2025-01930  | Match
S10219588    | 2025-03-16   |     1,500.00 |         0.00 |    28,746.99 ||              |     1,500.00 |    28,746.99 | ACC-JV-2025-01931  | Match
S10143025    | 2025-03-16   |       300.00 |         0.00 |    28,446.99 ||              |       300.00 |    28,446.99 | ACC-JV-2025-01932  | Match
S10259163    | 2025-03-16   |     2,000.00 |         0.00 |    26,446.99 ||              |     2,000.00 |    26,446.99 | ACC-JV-2025-01933  | Match
S10572667    | 2025-03-16   |         0.00 |     1,549.00 |    27,995.99 ||     1,549.00 |              |    27,995.99 | ACC-PAY-2025-00677 | Match
S11188473    | 2025-03-16   |         0.00 |     2,400.00 |    30,395.99 ||     2,400.00 |              |    30,395.99 | ACC-PAY-2025-00388 | Match
S16815652    | 2025-03-17   |         0.00 |     1,549.00 |    31,944.99 ||     1,549.00 |              |    31,944.99 | ACC-PAY-2025-00392 | Match
S17715217    | 2025-03-17   |         0.00 |     1,799.00 |    33,743.99 ||     1,799.00 |              |    33,743.99 | ACC-PAY-2025-00393 | Match
S21317139    | 2025-03-17   |         0.00 |     1,399.00 |    35,142.99 ||     1,399.00 |              |    35,142.99 | ACC-PAY-2025-00394 | Match
S26390478    | 2025-03-18   |         0.00 |     1,400.00 |    36,542.99 ||     1,400.00 |              |    36,542.99 | ACC-PAY-2025-00570 | Match
S27759787    | 2025-03-18   |     4,800.00 |         0.00 |    31,742.99 ||              |     4,800.00 |    31,742.99 | ACC-JV-2025-01934  | Match
S27596149    | 2025-03-18   |       186.00 |         0.00 |    31,556.99 ||              |       186.00 |    31,556.99 | ACC-JV-2025-01935  | Match
S28523574    | 2025-03-18   |     1,500.00 |         0.00 |    30,056.99 ||              |     1,500.00 |    30,056.99 | ACC-JV-2025-01936  | Match
S28738968    | 2025-03-18   |     4,800.00 |         0.00 |    25,256.99 ||              |     4,800.00 |    25,256.99 | ACC-JV-2025-01937  | Match
S29306485    | 2025-03-18   |         0.00 |     5,000.00 |    30,256.99 ||     5,000.00 |              |    30,256.99 | ACC-JV-2025-01938  | Match
S29520673    | 2025-03-18   |     7,000.00 |         0.00 |    23,256.99 ||              |     7,000.00 |    23,256.99 | ACC-JV-2025-01939  | Match
S29497554    | 2025-03-18   |     2,600.00 |         0.00 |    20,656.99 ||              |     2,600.00 |    20,656.99 | ACC-JV-2025-01940  | Match
S30170060    | 2025-03-18   |    14,042.00 |         0.00 |     6,614.99 ||              |    14,042.00 |     6,614.99 | ACC-JV-2025-01978  | Match
S35574855    | 2025-03-19   |         0.00 |     1,599.00 |     8,213.99 ||     1,599.00 |              |     8,213.99 | ACC-PAY-2025-00638 | Match
S35525664    | 2025-03-19   |       500.00 |         0.00 |     7,713.99 ||              |       500.00 |     7,713.99 | ACC-JV-2025-01941  | Match
S35706228    | 2025-03-19   |         0.00 |     1,000.00 |     8,713.99 ||     1,000.00 |              |     8,713.99 | ACC-JV-2025-02075  | Match
M3365907     | 2025-03-19   |         0.00 |    21,650.00 |    30,363.99 ||    21,650.00 |              |    30,363.99 | ACC-PAY-2025-00498, ACC-PAY-2025-00473-1, ACC-PAY-2025-00501-1, ACC-PAY-2025-00505-1, ACC-PAY-2025-00506-1, ACC-PAY-2025-00507-2, ACC-PAY-2025-00508-2 | Match
S37280305    | 2025-03-19   |         0.00 |     1,699.00 |    32,062.99 ||     1,699.00 |              |    32,062.99 | ACC-PAY-2025-00398 | Match
S38104649    | 2025-03-19   |         0.00 |     2,128.00 |    34,190.99 ||     2,128.00 |              |    34,190.99 | ACC-PAY-2025-00399 | Match
S39554780    | 2025-03-19   |         0.00 |     2,699.00 |    36,889.99 ||     2,699.00 |              |    36,889.99 | ACC-PAY-2025-00400 | Match
S45166815    | 2025-03-20   |         0.00 |     1,949.00 |    38,838.99 ||     1,949.00 |              |    38,838.99 | ACC-PAY-2025-00403 | Match
S46185571    | 2025-03-20   |     1,500.00 |         0.00 |    37,338.99 ||              |     1,500.00 |    37,338.99 | ACC-JV-2025-01943  | Match
S46259333    | 2025-03-20   |       500.00 |         0.00 |    36,838.99 ||              |       500.00 |    36,838.99 | ACC-JV-2025-01944  | Match
S46772422    | 2025-03-20   |         0.00 |     2,400.00 |    39,238.99 ||     2,400.00 |              |    39,238.99 | ACC-PAY-2025-00404 | Match
S48548730    | 2025-03-20   |         0.00 |     1,799.00 |    41,037.99 ||     1,799.00 |              |    41,037.99 | ACC-PAY-2025-00405 | Match
S54509009    | 2025-03-21   |         0.00 |     1,259.00 |    42,296.99 ||     1,259.00 |              |    42,296.99 | ACC-PAY-2025-00406 | Match
S56720350    | 2025-03-21   |         0.00 |     2,000.00 |    44,296.99 ||     2,000.00 |              |    44,296.99 | ACC-PAY-2025-00407 | Match
S56851693    | 2025-03-21   |         0.00 |       400.00 |    44,696.99 ||       400.00 |              |    44,696.99 | ACC-PAY-2025-00408 | Match
S58974926    | 2025-03-21   |         0.00 |     1,399.00 |    46,095.99 ||     1,399.00 |              |    46,095.99 | ACC-PAY-2025-00413 | Match
S63148452    | 2025-03-22   |     2,500.00 |         0.00 |    43,595.99 ||              |     2,500.00 |    43,595.99 | ACC-JV-2025-01945  | Match
S63283667    | 2025-03-22   |     1,200.00 |         0.00 |    42,395.99 ||              |     1,200.00 |    42,395.99 | ACC-JV-2025-01946  | Match
S66270016    | 2025-03-22   |     1,500.00 |         0.00 |    40,895.99 ||              |     1,500.00 |    40,895.99 | ACC-JV-2025-01947  | Match
S66340543    | 2025-03-22   |     1,250.00 |         0.00 |    39,645.99 ||              |     1,250.00 |    39,645.99 | ACC-JV-2025-01948  | Match
S66412369    | 2025-03-22   |       823.64 |         0.00 |    38,822.35 ||              |       823.64 |    38,822.35 | ACC-JV-2025-01949  | Match
S66450436    | 2025-03-22   |     1,259.00 |         0.00 |    37,563.35 ||              |     1,259.00 |    37,563.35 | ACC-PAY-2025-00512 | Match
S67356838    | 2025-03-23   |       152.22 |         0.00 |    37,411.13 ||              |       152.22 |    37,411.13 | ACC-JV-2025-01950  | Match
S68646927    | 2025-03-23   |         0.00 |     1,399.00 |    38,810.13 ||     1,399.00 |              |    38,810.13 | ACC-PAY-2025-00409 | Match
S69363080    | 2025-03-23   |         0.00 |     1,799.00 |    40,609.13 ||     1,799.00 |              |    40,609.13 | ACC-PAY-2025-00410 | Match
S70239887    | 2025-03-23   |         0.00 |     2,400.00 |    43,009.13 ||     2,400.00 |              |    43,009.13 | ACC-PAY-2025-00755 | Match
S70839033    | 2025-03-23   |         0.00 |     1,950.00 |    44,959.13 ||     1,950.00 |              |    44,959.13 | ACC-PAY-2025-00412 | Match
S75764669    | 2025-03-24   |         0.00 |       150.00 |    45,109.13 ||       150.00 |              |    45,109.13 | ACC-PAY-2025-00433 | Match
