Tran. Id     | Date         |   Withdrawal |      Deposit |   GS Balance ||    ERP Debit |   ERP Credit |  ERP Balance | Voucher No         | Status
S10274356    | 2025-02-03   |       500.00 |         0.00 |   154,233.24 ||              |       500.00 |   154,233.24 | ACC-JV-2025-01799  | Match
S10420843    | 2025-02-03   |       540.00 |         0.00 |   153,693.24 ||              |       540.00 |   153,693.24 | ACC-JV-2025-01800  | Match
S11396321    | 2025-02-03   |         0.00 |     1,549.00 |   155,242.24 ||     1,549.00 |              |   155,242.24 | ACC-PAY-2025-00111 | Match
S12687095    | 2025-02-03   |         0.00 |     1,499.00 |   156,741.24 ||     1,499.00 |              |   156,741.24 | ACC-PAY-2025-00083-1 | Match
S14034688    | 2025-02-03   |     1,000.00 |         0.00 |   155,741.24 ||              |     1,000.00 |   155,741.24 | ACC-JV-2025-01801  | Match
S14310543    | 2025-02-03   |         0.00 |     2,700.00 |   158,441.24 ||     2,700.00 |              |   158,441.24 | ACC-PAY-2025-00093 | Match
S21109589    | 2025-02-04   |     2,000.00 |         0.00 |   156,441.24 ||              |     2,000.00 |   156,441.24 | ACC-JV-2025-01802  | Match
S21313769    | 2025-02-04   |        50.00 |         0.00 |   156,391.24 ||              |        50.00 |   156,391.24 | ACC-JV-2025-01803  | Match
S21423198    | 2025-02-04   |        50.00 |         0.00 |   156,341.24 ||              |        50.00 |   156,341.24 | ACC-JV-2025-01804  | Match
S21237380    | 2025-02-04   |     4,000.00 |         0.00 |   152,341.24 ||              |     4,000.00 |   152,341.24 | ACC-JV-2025-01805  | Match
S21410272    | 2025-02-04   |     1,500.00 |         0.00 |   150,841.24 ||              |     1,500.00 |   150,841.24 | ACC-JV-2025-01806  | Match
S23357029    | 2025-02-04   |       448.71 |         0.00 |   150,392.53 ||              |       448.71 |   150,392.53 | ACC-JV-2025-01807  | Match
S25292039    | 2025-02-04   |     2,500.00 |         0.00 |   147,892.53 ||              |     2,500.00 |   147,892.53 | ACC-JV-2025-01808  | Match
S25505873    | 2025-02-04   |       500.00 |         0.00 |   147,392.53 ||              |       500.00 |   147,392.53 | ACC-JV-2025-01809  | Match
S32727474    | 2025-02-05   |         0.00 |     1,399.00 |   148,791.53 ||     1,399.00 |              |   148,791.53 | ACC-PAY-2025-00094 | Match
S44440935    | 2025-02-06   |         0.00 |     1,399.00 |   150,190.53 ||     1,399.00 |              |   150,190.53 | ACC-PAY-2025-00097 | Match
S45737976    | 2025-02-06   |         0.00 |     1,400.00 |   151,590.53 ||     1,400.00 |              |   151,590.53 | ACC-PAY-2025-00098 | Match
S48759444    | 2025-02-06   |         0.00 |     2,249.00 |   153,839.53 ||     2,249.00 |              |   153,839.53 | ACC-PAY-2025-00095 | Match
S50374530    | 2025-02-06   |         0.00 |     2,399.00 |   156,238.53 ||     2,399.00 |              |   156,238.53 | ACC-PAY-2025-00096 | Match
S51263515    | 2025-02-07   |         0.00 |     1,799.00 |   158,037.53 ||     1,799.00 |              |   158,037.53 | ACC-PAY-2025-00084 | Match
S53419398    | 2025-02-07   |         0.00 |     7,395.00 |   165,432.53 ||     7,395.00 |              |   165,432.53 | ACC-PAY-2025-00085 | Match
S53505448    | 2025-02-07   |       250.00 |         0.00 |   165,182.53 ||              |       250.00 |   165,182.53 | ACC-JV-2025-01810  | Match
S54242024    | 2025-02-07   |     1,500.00 |         0.00 |   163,682.53 ||              |     1,500.00 |   163,682.53 | ACC-JV-2025-01811  | Match
S54122345    | 2025-02-07   |       500.00 |         0.00 |   163,182.53 ||              |       500.00 |   163,182.53 | ACC-JV-2025-01812  | Match
S54180666    | 2025-02-07   |       300.00 |         0.00 |   162,882.53 ||              |       300.00 |   162,882.53 | ACC-JV-2025-01813  | Match
S54459110    | 2025-02-07   |    13,999.00 |         0.00 |   148,883.53 ||              |    13,999.00 |   148,883.53 | ACC-JV-2025-01814  | Match
S56869042    | 2025-02-07   |         0.00 |     2,948.00 |   151,831.53 ||     2,948.00 |              |   151,831.53 | ACC-PAY-2025-00199 | Match
S60166361    | 2025-02-07   |         0.00 |     3,009.00 |   154,840.53 ||     3,009.00 |              |   154,840.53 | ACC-PAY-2025-00167 | Match
S61473345    | 2025-02-07   |         0.00 |     2,009.00 |   156,849.53 ||     2,009.00 |              |   156,849.53 | ACC-PAY-2025-00086-1 | Match
S65675787    | 2025-02-08   |         0.00 |     2,249.00 |   159,098.53 ||     2,249.00 |              |   159,098.53 | ACC-PAY-2025-00674 | Match
S67844065    | 2025-02-08   |         0.00 |     2,399.00 |   161,497.53 ||     2,399.00 |              |   161,497.53 | ACC-PAY-2025-00169 | Match
S68181682    | 2025-02-08   |       850.00 |         0.00 |   160,647.53 ||              |       850.00 |   160,647.53 | ACC-PAY-2025-00675 | Match
S68224511    | 2025-02-08   |    35,000.00 |         0.00 |   125,647.53 ||              |    35,000.00 |   125,647.53 | ACC-JV-2025-01815  | Match
S68301198    | 2025-02-08   |     4,800.00 |         0.00 |   120,847.53 ||              |     4,800.00 |   120,847.53 | ACC-JV-2025-01816  | Match
S69254669    | 2025-02-08   |         0.00 |     1,399.00 |   122,246.53 ||     1,399.00 |              |   122,246.53 | ACC-PAY-2025-00170 | Match
S74009863    | 2025-02-09   |         0.00 |     2,499.00 |   124,745.53 ||     2,499.00 |              |   124,745.53 | ACC-PAY-2025-00129 | Match
S74303469    | 2025-02-09   |     1,500.00 |         0.00 |   123,245.53 ||              |     1,500.00 |   123,245.53 | ACC-JV-2025-01817  | Match
S74198558    | 2025-02-09   |       100.00 |         0.00 |   123,145.53 ||              |       100.00 |   123,145.53 | ACC-JV-2025-01818  | Match
S74316121    | 2025-02-09   |        43.00 |         0.00 |   123,102.53 ||              |        43.00 |   123,102.53 | ACC-JV-2025-01819  | Match
S74644188    | 2025-02-09   |         0.00 |     1,559.00 |   124,661.53 ||     1,559.00 |              |   124,661.53 | ACC-PAY-2025-00171 | Match
C67588316    | 2025-02-10   |     2,950.00 |         0.00 |   121,711.53 ||              |     2,950.00 |   121,711.53 | ACC-JV-2025-01820  | Match
S76984548    | 2025-02-10   |       150.00 |         0.00 |   121,561.53 ||              |       150.00 |   121,561.53 | ACC-JV-2025-01821  | Match
S76991054    | 2025-02-10   |     3,000.00 |         0.00 |   118,561.53 ||              |     3,000.00 |   118,561.53 | ACC-JV-2025-01822  | Match
S78186971    | 2025-02-10   |     2,400.00 |         0.00 |   116,161.53 ||              |     2,400.00 |   116,161.53 | ACC-JV-2025-01823  | Match
S79947513    | 2025-02-10   |         0.00 |     1,849.00 |   118,010.53 ||     1,849.00 |              |   118,010.53 | ACC-PAY-2025-00087-1 | Match
S82880709    | 2025-02-10   |     2,500.00 |         0.00 |   115,510.53 ||              |     2,500.00 |   115,510.53 | ACC-JV-2025-01824  | Match
S84292778    | 2025-02-10   |     9,500.00 |         0.00 |   106,010.53 ||              |     9,500.00 |   106,010.53 | ACC-JV-2025-01825  | Match
S85179545    | 2025-02-10   |         0.00 |        50.00 |   106,060.53 ||        50.00 |              |   106,060.53 | ACC-PAY-2025-00192 | Match
S88741365    | 2025-02-10   |     4,000.00 |         0.00 |   102,060.53 ||              |     4,000.00 |   102,060.53 | ACC-JV-2025-01826  | Match
S92444538    | 2025-02-11   |       171.10 |         0.00 |   101,889.43 ||              |       171.10 |   101,889.43 | ACC-JV-2025-01827  | Match
S93676648    | 2025-02-11   |         0.00 |     2,399.00 |   104,288.43 ||     2,399.00 |              |   104,288.43 | ACC-PAY-2025-00101 | Match
S95925552    | 2025-02-11   |         0.00 |     2,399.00 |   106,687.43 ||     2,399.00 |              |   106,687.43 | ACC-PAY-2025-00100 | Match
S97923842    | 2025-02-11   |       761.00 |         0.00 |   105,926.43 ||              |       761.00 |   105,926.43 | ACC-JV-2025-01828  | Match
S98843460    | 2025-02-11   |         0.00 |     2,399.00 |   108,325.43 ||     2,399.00 |              |   108,325.43 | ACC-PAY-2025-00099 | Match
S99404877    | 2025-02-11   |         0.00 |     1,699.00 |   110,024.43 ||     1,699.00 |              |   110,024.43 | ACC-PAY-2025-00772 | Match
S99472672    | 2025-02-11   |         0.00 |     1,399.00 |   111,423.43 ||     1,399.00 |              |   111,423.43 | ACC-PAY-2025-00598 | Match
S99545593    | 2025-02-11   |         0.00 |     1,549.00 |   112,972.43 ||     1,549.00 |              |   112,972.43 | ACC-PAY-2025-00102 | Match
S2650297     | 2025-02-12   |     1,500.00 |         0.00 |   111,472.43 ||              |     1,500.00 |   111,472.43 | ACC-JV-2025-01829  | Match
S6225022     | 2025-02-12   |     2,500.00 |         0.00 |   108,972.43 ||              |     2,500.00 |   108,972.43 | ACC-JV-2025-01830  | Match
S9070233     | 2025-02-12   |         3.00 |         0.00 |   108,969.43 ||              |         3.00 |   108,969.43 | ACC-JV-2025-01831  | Match
S8955709     | 2025-02-12   |     2,500.00 |         0.00 |   106,469.43 ||              |     2,500.00 |   106,469.43 | ACC-JV-2025-01832  | Match
S9318352     | 2025-02-12   |         0.00 |     4,798.00 |   111,267.43 ||     4,798.00 |              |   111,267.43 | ACC-PAY-2025-00125 | Match
S9406519     | 2025-02-12   |    33,741.80 |         0.00 |    77,525.63 ||              |    33,741.80 |    77,525.63 | ACC-JV-2025-01833  | Match
S9185217     | 2025-02-12   |    10,000.00 |         0.00 |    67,525.63 ||              |    10,000.00 |    67,525.63 | ACC-JV-2025-01834  | Match
S22298149    | 2025-02-14   |         0.00 |     1,399.00 |    68,924.63 ||     1,399.00 |              |    68,924.63 | ACC-PAY-2025-00124 | Match
S22673460    | 2025-02-14   |         0.00 |     1,399.00 |    70,323.63 ||     1,399.00 |              |    70,323.63 | ACC-PAY-2025-00123 | Match
S33654120    | 2025-02-15   |         0.00 |     1,549.00 |    71,872.63 ||     1,549.00 |              |    71,872.63 | ACC-PAY-2025-00113 | Match
S33658075    | 2025-02-15   |     1,500.00 |         0.00 |    70,372.63 ||              |     1,500.00 |    70,372.63 | ACC-JV-2025-01835  | Match
S35607794    | 2025-02-15   |         0.00 |     2,399.00 |    72,771.63 ||     2,399.00 |              |    72,771.63 | ACC-PAY-2025-00122 | Match
S35648434    | 2025-02-15   |         0.00 |         3.00 |    72,774.63 ||         3.00 |              |    72,774.63 | ACC-JV-2025-01836  | Match
S35611061    | 2025-02-15   |         0.00 |     2,399.00 |    75,173.63 ||     2,399.00 |              |    75,173.63 | ACC-PAY-2025-00121 | Match
S35612322    | 2025-02-15   |         0.00 |     2,700.00 |    77,873.63 ||     2,700.00 |              |    77,873.63 | ACC-PAY-2025-00191-1 | Match
S36107956    | 2025-02-15   |         0.00 |     4,348.00 |    82,221.63 ||     4,348.00 |              |    82,221.63 | ACC-PAY-2025-00120 | Match
S40997837    | 2025-02-16   |         0.00 |     2,449.00 |    84,670.63 ||     2,449.00 |              |    84,670.63 | ACC-PAY-2025-00185 | Match
S41591317    | 2025-02-16   |         0.00 |     2,600.00 |    87,270.63 ||     2,600.00 |              |    87,270.63 | ACC-PAY-2025-00184 | Match
S42136351    | 2025-02-16   |         0.00 |     1,399.00 |    88,669.63 ||     1,399.00 |              |    88,669.63 | ACC-PAY-2025-00116 | Match
S47478892    | 2025-02-17   |         0.00 |     2,400.00 |    91,069.63 ||     2,400.00 |              |    91,069.63 | ACC-PAY-2025-00112 | Match
S47224854    | 2025-02-17   |         0.00 |        99.00 |    91,168.63 ||        99.00 |              |    91,168.63 | ACC-PAY-2025-00114 | Match
S49507958    | 2025-02-17   |     1,500.00 |         0.00 |    89,668.63 ||              |     1,500.00 |    89,668.63 | ACC-JV-2025-01837  | Match
S52397079    | 2025-02-17   |       168.00 |         0.00 |    89,500.63 ||              |       168.00 |    89,500.63 | ACC-JV-2025-01838  | Match
S55898408    | 2025-02-18   |     2,000.00 |         0.00 |    87,500.63 ||              |     2,000.00 |    87,500.63 | ACC-JV-2025-01839  | Match
S55966389    | 2025-02-18   |         0.00 |     1,399.00 |    88,899.63 ||     1,399.00 |              |    88,899.63 | ACC-PAY-2025-00104 | Match
S55966952    | 2025-02-18   |       800.00 |         0.00 |    88,099.63 ||              |       800.00 |    88,099.63 | ACC-JV-2025-01840  | Match
S58087062    | 2025-02-18   |         0.00 |     2,399.00 |    90,498.63 ||     2,399.00 |              |    90,498.63 | ACC-PAY-2025-00103 | Match
S61089636    | 2025-02-18   |         0.00 |       198.00 |    90,696.63 ||       198.00 |              |    90,696.63 | ACC-PAY-2025-00109 | Match
S62169908    | 2025-02-18   |         0.00 |     1,399.00 |    92,095.63 ||     1,399.00 |              |    92,095.63 | ACC-PAY-2025-00110 | Match
S67055675    | 2025-02-19   |         0.00 |     1,399.00 |    93,494.63 ||     1,399.00 |              |    93,494.63 | ACC-PAY-2025-00189-1 | Match
S71775921    | 2025-02-19   |       190.00 |         0.00 |    93,304.63 ||              |       190.00 |    93,304.63 | ACC-JV-2025-01841  | Match
S71737844    | 2025-02-19   |     1,500.00 |         0.00 |    91,804.63 ||              |     1,500.00 |    91,804.63 | ACC-JV-2025-01842  | Match
S71721651    | 2025-02-19   |     2,500.00 |         0.00 |    89,304.63 ||              |     2,500.00 |    89,304.63 | ACC-JV-2025-01843  | Match
S71764231    | 2025-02-19   |       800.00 |         0.00 |    88,504.63 ||              |       800.00 |    88,504.63 | ACC-JV-2025-01844  | Match
S71740358    | 2025-02-19   |         0.00 |     1,899.00 |    90,403.63 ||     1,899.00 |              |    90,403.63 | ACC-PAY-2025-00178 | Match
S71773315    | 2025-02-19   |         0.00 |     4,000.00 |    94,403.63 ||     4,000.00 |              |    94,403.63 | ACC-PAY-2025-00108 | Match
S71763948    | 2025-02-19   |         0.00 |       450.00 |    94,853.63 ||       450.00 |              |    94,853.63 | ACC-PAY-2025-00107 | Match
S71756727    | 2025-02-19   |         0.00 |     4,198.00 |    99,051.63 ||     4,198.00 |              |    99,051.63 | ACC-PAY-2025-00105 | Match
S71811010    | 2025-02-19   |         0.00 |     2,399.00 |   101,450.63 ||     2,399.00 |              |   101,450.63 | ACC-PAY-2025-00106 | Match
S73993855    | 2025-02-20   |     1,000.00 |         0.00 |         0.00 ||              |     1,000.00 |   100,450.63 | ACC-JV-2025-01845  | Match
S74120242    | 2025-02-20   |     1,575.00 |         0.00 |         0.00 ||              |     1,575.00 |    98,875.63 | ACC-JV-2025-01846  | Match
S89555720    | 2025-02-21   |       747.47 |         0.00 |         0.00 ||              |       747.47 |    98,128.16 | ACC-JV-2025-01847  | Match
S90479315    | 2025-02-21   |    11,499.00 |         0.00 |         0.00 ||              |    11,499.00 |    86,629.16 | ACC-JV-2025-01848  | Match
S90563806    | 2025-02-21   |     4,217.86 |         0.00 |         0.00 ||              |     4,217.86 |    82,411.30 | ACC-JV-2025-01849  | Match
S93920802    | 2025-02-22   |        54.42 |         0.00 |         0.00 ||              |        54.42 |    82,356.88 | ACC-JV-2025-01850  | Match
S93977144    | 2025-02-22   |        28.59 |         0.00 |         0.00 ||              |        28.59 |    82,328.29 | ACC-JV-2025-01851  | Match
S94033234    | 2025-02-22   |        28.75 |         0.00 |         0.00 ||              |        28.75 |    82,299.54 | ACC-JV-2025-01852  | Match
S93949417    | 2025-02-22   |        29.17 |         0.00 |         0.00 ||              |        29.17 |    82,270.37 | ACC-JV-2025-01853  | Match
S93959912    | 2025-02-22   |        29.46 |         0.00 |         0.00 ||              |        29.46 |    82,240.91 | ACC-JV-2025-01854  | Match
S96799912    | 2025-02-23   |       152.22 |         0.00 |         0.00 ||              |       152.22 |    82,088.69 | ACC-JV-2025-01855  | Match
S97335087    | 2025-02-23   |     3,000.00 |         0.00 |         0.00 ||              |     3,000.00 |    79,088.69 | ACC-JV-2025-01856  | Match
S98351288    | 2025-02-23   |         0.00 |     2,399.00 |         0.00 ||     2,399.00 |              |    81,487.69 | ACC-PAY-2025-00179 | Match
S98445302    | 2025-02-23   |        53.78 |         0.00 |         0.00 ||              |        53.78 |    81,433.91 | ACC-JV-2025-01857  | Match
S99031764    | 2025-02-23   |         0.00 |     1,399.00 |         0.00 ||     1,399.00 |              |    82,832.91 | ACC-PAY-2025-00180 | Match
S222532      | 2025-02-23   |         0.00 |     2,000.00 |         0.00 ||     2,000.00 |              |    84,832.91 | ACC-PAY-2025-00182 | Match
S342764      | 2025-02-23   |         0.00 |       848.00 |         0.00 ||       848.00 |              |    85,680.91 | ACC-PAY-2025-00183 | Match
S661047      | 2025-02-23   |         0.00 |     2,449.00 |         0.00 ||     2,449.00 |              |    88,129.91 | ACC-PAY-2025-00181 | Match
S3628216     | 2025-02-24   |         0.00 |     1,949.00 |    90,078.91 ||     1,949.00 |              |    90,078.91 | ACC-PAY-2025-00197 | Match
S6953794     | 2025-02-24   |         0.00 |     1,499.00 |    91,577.91 ||     1,499.00 |              |    91,577.91 | ACC-PAY-2025-00198 | Match
S8657841     | 2025-02-24   |         0.00 |     1,399.00 |    92,976.91 ||     1,399.00 |              |    92,976.91 | ACC-PAY-2025-00597 | Match
S9617197     | 2025-02-24   |     5,500.00 |         0.00 |    87,476.91 ||              |     5,500.00 |    87,476.91 | ACC-JV-2025-01858  | Match
S13472549    | 2025-02-25   |     1,500.00 |         0.00 |    85,976.91 ||              |     1,500.00 |    85,976.91 | ACC-JV-2025-01859  | Match
S13461292    | 2025-02-25   |       500.00 |         0.00 |    85,476.91 ||              |       500.00 |    85,476.91 | ACC-JV-2025-01860  | Match
S13440938    | 2025-02-25   |         0.00 |        29.17 |    85,506.08 ||        29.17 |              |    85,506.08 | ACC-JV-2025-01861  | Match
S13489095    | 2025-02-25   |         0.00 |        29.46 |    85,535.54 ||        29.46 |              |    85,535.54 | ACC-JV-2025-01862  | Match
S15140278    | 2025-02-25   |         0.00 |       300.00 |    85,835.54 ||       300.00 |              |    85,835.54 | ACC-PAY-2025-00190 | Match
S16864001    | 2025-02-25   |         0.00 |     2,100.00 |    87,935.54 ||     2,100.00 |              |    87,935.54 | ACC-PAY-2025-00212 | Match
S17511216    | 2025-02-25   |       502.00 |         0.00 |    87,433.54 ||              |       502.00 |    87,433.54 | ACC-JV-2025-01863  | Match
S18676471    | 2025-02-25   |         0.00 |     1,549.00 |    88,982.54 ||     1,549.00 |              |    88,982.54 | ACC-PAY-2025-00213 | Match
S19318183    | 2025-02-25   |         0.00 |     2,099.00 |    91,081.54 ||     2,099.00 |              |    91,081.54 | ACC-PAY-2025-00731 | Match
S20106675    | 2025-02-25   |         0.00 |     2,499.00 |    93,580.54 ||     2,499.00 |              |    93,580.54 | ACC-PAY-2025-00204 | Match
S19949205    | 2025-02-25   |       245.00 |         0.00 |    93,335.54 ||              |       245.00 |    93,335.54 | ACC-JV-2025-01864  | Match
S22823049    | 2025-02-26   |     7,618.00 |         0.00 |    85,717.54 ||              |     7,618.00 |    85,717.54 | ACC-JV-2025-01865  | Match
S24708948    | 2025-02-26   |         0.00 |     1,399.00 |    87,116.54 ||     1,399.00 |              |    87,116.54 | ACC-PAY-2025-00215 | Match
S25329201    | 2025-02-26   |       832.00 |         0.00 |    86,284.54 ||              |       832.00 |    86,284.54 | ACC-JV-2025-01866  | Match
S25416736    | 2025-02-26   |       348.00 |         0.00 |    85,936.54 ||              |       348.00 |    85,936.54 | ACC-JV-2025-01867  | Match
S25461854    | 2025-02-26   |       168.00 |         0.00 |    85,768.54 ||              |       168.00 |    85,768.54 | ACC-JV-2025-01868  | Match
S26506162    | 2025-02-26   |         0.00 |     1,399.00 |    87,167.54 ||     1,399.00 |              |    87,167.54 | ACC-PAY-2025-00214 | Match
S29578660    | 2025-02-27   |     1,500.00 |         0.00 |    85,667.54 ||              |     1,500.00 |    85,667.54 | ACC-JV-2025-01869  | Match
S30984127    | 2025-02-27   |         0.00 |     2,000.00 |    87,667.54 ||     2,000.00 |              |    87,667.54 | ACC-PAY-2025-00223 | Match
S30780717    | 2025-02-27   |         0.00 |       399.00 |    88,066.54 ||       399.00 |              |    88,066.54 | ACC-PAY-2025-00224 | Match
S36206324    | 2025-02-27   |         0.00 |     4,900.00 |    92,966.54 ||     4,900.00 |              |    92,966.54 | ACC-PAY-2025-00226 | Match
S37479780    | 2025-02-27   |         0.00 |     2,399.00 |    95,365.54 ||     2,399.00 |              |    95,365.54 | ACC-PAY-2025-00227 | Match
S37718402    | 2025-02-27   |         0.00 |     1,699.00 |    97,064.54 ||     1,699.00 |              |    97,064.54 | ACC-PAY-2025-00225 | Match
S44043380    | 2025-02-28   |       936.00 |         0.00 |    96,128.54 ||              |       936.00 |    96,128.54 | ACC-JV-2025-01870  | Match
S44429536    | 2025-02-28   |         0.00 |     2,000.00 |    98,128.54 ||     2,000.00 |              |    98,128.54 | ACC-PAY-2025-00476 | Match
S48862277    | 2025-02-28   |         0.00 |     5,098.00 |   103,226.54 ||     5,098.00 |              |   103,226.54 | ACC-PAY-2025-00263 | Match
S51305129    | 2025-02-28   |         2.34 |         0.00 |   103,224.20 ||              |         2.34 |   103,224.20 | ACC-JV-2025-01871  | Match
S52843943    | 2025-02-28   |         0.00 |     2,699.00 |   105,923.20 ||     2,699.00 |              |   105,923.20 | ACC-PAY-2025-00264 | Match
S58673509    | 2025-03-01   |         0.00 |     1,399.00 |   107,322.20 ||     1,399.00 |              |   107,322.20 | ACC-PAY-2025-00265 | Match
S62952705    | 2025-03-01   |     6,000.00 |         0.00 |   101,322.20 ||              |     6,000.00 |   101,322.20 | ACC-JV-2025-01872  | Match
S62942080    | 2025-03-01   |     1,500.00 |         0.00 |    99,822.20 ||              |     1,500.00 |    99,822.20 | ACC-JV-2025-01873  | Match
S66441457    | 2025-03-02   |         0.00 |     2,000.00 |   101,822.20 ||     2,000.00 |              |   101,822.20 | ACC-PAY-2025-00266 | Match
S66454028    | 2025-03-02   |         0.00 |       549.00 |   102,371.20 ||       549.00 |              |   102,371.20 | ACC-PAY-2025-00267 | Match
S69081895    | 2025-03-02   |     1,500.00 |         0.00 |   100,871.20 ||              |     1,500.00 |   100,871.20 | ACC-JV-2025-01874  | Match
S69073335    | 2025-03-02   |     4,000.00 |         0.00 |    96,871.20 ||              |     4,000.00 |    96,871.20 | ACC-JV-2025-01875  | Match
S69718369    | 2025-03-02   |         0.00 |       100.00 |    96,971.20 ||       100.00 |              |    96,971.20 | ACC-PAY-2025-00572 | Match
S69997116    | 2025-03-02   |         0.00 |     2,299.00 |    99,270.20 ||     2,299.00 |              |    99,270.20 | ACC-PAY-2025-00246 | Match
S70406461    | 2025-03-02   |         0.00 |       150.00 |    99,420.20 ||       150.00 |              |    99,420.20 | ACC-PAY-2025-00247 | Match
S71488791    | 2025-03-02   |         0.00 |     1,749.00 |   101,169.20 ||     1,749.00 |              |   101,169.20 | ACC-PAY-2025-00236 | Match
S71500369    | 2025-03-02   |         0.00 |     2,399.00 |   103,568.20 ||     2,399.00 |              |   103,568.20 | ACC-PAY-2025-00241 | Match
S71563084    | 2025-03-02   |         0.00 |     1,799.00 |   105,367.20 ||     1,799.00 |              |   105,367.20 | ACC-PAY-2025-00240 | Match
S71573777    | 2025-03-02   |         0.00 |     1,549.00 |   106,916.20 ||     1,549.00 |              |   106,916.20 | ACC-PAY-2025-00239 | Match
S71467462    | 2025-03-02   |         0.00 |     2,399.00 |   109,315.20 ||     2,399.00 |              |   109,315.20 | ACC-PAY-2025-00238 | Match
S71534277    | 2025-03-02   |         0.00 |     2,948.00 |   112,263.20 ||     2,948.00 |              |   112,263.20 | ACC-PAY-2025-00237-1 | Match
S71858888    | 2025-03-02   |         0.00 |       849.00 |   113,112.20 ||       849.00 |              |   113,112.20 | ACC-PAY-2025-00243 | Match
S77552352    | 2025-03-03   |     1,500.00 |         0.00 |   111,612.20 ||              |     1,500.00 |   111,612.20 | ACC-JV-2025-01876  | Match
S77564817    | 2025-03-03   |       900.00 |         0.00 |   110,712.20 ||              |       900.00 |   110,712.20 | ACC-JV-2025-01877  | Match
S78618031    | 2025-03-03   |         0.00 |     2,000.00 |   112,712.20 ||     2,000.00 |              |   112,712.20 | ACC-PAY-2025-00756 | Match
S81521076    | 2025-03-03   |         0.00 |     1,799.00 |   114,511.20 ||     1,799.00 |              |   114,511.20 | ACC-PAY-2025-00256 | Match
S83277919    | 2025-03-03   |     2,500.00 |         0.00 |   112,011.20 ||              |     2,500.00 |   112,011.20 | ACC-JV-2025-01878  | Match
S84409799    | 2025-03-03   |         0.00 |     1,800.00 |   113,811.20 ||     1,800.00 |              |   113,811.20 | ACC-PAY-2025-00255 | Match
S85445789    | 2025-03-03   |         0.00 |     2,549.00 |   116,360.20 ||     2,549.00 |              |   116,360.20 | ACC-PAY-2025-00254 | Match
S92400698    | 2025-03-04   |         0.00 |     2,549.00 |   118,909.20 ||     2,549.00 |              |   118,909.20 | ACC-PAY-2025-00253 | Match
S878103      | 2025-03-05   |     4,000.00 |         0.00 |   114,909.20 ||              |     4,000.00 |   114,909.20 | ACC-JV-2025-01879  | Match
S1261575     | 2025-03-05   |         0.00 |     4,000.00 |   118,909.20 ||     4,000.00 |              |   118,909.20 | ACC-JV-2025-01880  | Match
S1628941     | 2025-03-05   |     4,000.00 |         0.00 |   114,909.20 ||              |     4,000.00 |   114,909.20 | ACC-JV-2025-01881  | Match
S3576937     | 2025-03-05   |         0.00 |     1,799.00 |   116,708.20 ||     1,799.00 |              |   116,708.20 | ACC-PAY-2025-00245 | Match
S7068003     | 2025-03-05   |    33,928.68 |         0.00 |    82,779.52 ||              |    33,928.68 |    82,779.52 | ACC-JV-2025-01882  | Match
S11042568    | 2025-03-05   |         0.00 |     1,150.00 |    83,929.52 ||     1,150.00 |              |    83,929.52 | ACC-PAY-2025-00252 | Match
S14310288    | 2025-03-06   |     3,108.00 |         0.00 |    80,821.52 ||              |     3,108.00 |    80,821.52 | ACC-JV-2025-01883  | Match
S15829017    | 2025-03-06   |         0.00 |     2,649.00 |    83,470.52 ||     2,649.00 |              |    83,470.52 | ACC-PAY-2025-00248 | Match
S18279366    | 2025-03-06   |         0.00 |     2,400.00 |    85,870.52 ||     2,400.00 |              |    85,870.52 | ACC-PAY-2025-00249 | Match
S19532783    | 2025-03-06   |         0.00 |     1,399.00 |    87,269.52 ||     1,399.00 |              |    87,269.52 | ACC-PAY-2025-00250 | Match
S19858578    | 2025-03-06   |        31.36 |         0.00 |    87,238.16 ||              |        31.36 |    87,238.16 | ACC-JV-2025-01884  | Match
S20830971    | 2025-03-06   |       900.00 |         0.00 |    86,338.16 ||              |       900.00 |    86,338.16 | ACC-JV-2025-01885  | Match
S21558164    | 2025-03-06   |     1,250.00 |         0.00 |    85,088.16 ||              |     1,250.00 |    85,088.16 | ACC-JV-2025-01886  | Match
S21546043    | 2025-03-06   |       100.00 |         0.00 |    84,988.16 ||              |       100.00 |    84,988.16 | ACC-JV-2025-01887  | Match
S21644630    | 2025-03-06   |         0.00 |     1,000.00 |    85,988.16 ||     1,000.00 |              |    85,988.16 | ACC-PAY-2025-00244 | Match
S21451979    | 2025-03-06   |         0.00 |     1,399.00 |    87,387.16 ||     1,399.00 |              |    87,387.16 | ACC-PAY-2025-00242 | Match
S25236627    | 2025-03-07   |       398.00 |         0.00 |    86,989.16 ||              |       398.00 |    86,989.16 | ACC-JV-2025-01888  | Match
S25743831    | 2025-03-07   |     1,500.00 |         0.00 |    85,489.16 ||              |     1,500.00 |    85,489.16 | ACC-JV-2025-01889  | Match
S26518148    | 2025-03-07   |    13,999.00 |         0.00 |    71,490.16 ||              |    13,999.00 |    71,490.16 | ACC-JV-2025-01890  | Match
S26703994    | 2025-03-07   |         0.00 |     1,399.00 |    72,889.16 ||     1,399.00 |              |    72,889.16 | ACC-PAY-2025-00268 | Match
S31636872    | 2025-03-07   |         2.00 |         0.00 |    72,887.16 ||              |         2.00 |    72,887.16 | ACC-JV-2025-01891  | Match
S31645252    | 2025-03-07   |       909.94 |         0.00 |    71,977.22 ||              |       909.94 |    71,977.22 | ACC-JV-2025-01892  | Match
